id,condition,source_locale,target_locale,source_text,source_intent,donor_text,donor_intent,generation,target_language_success,delta_over_H,source_intent_preserved,donor_intent_leakage
10827,alpha_075,ar-SA,zh-CN,امسح قائمة البقالة,53,一小时后告诉我选举的最新进展,50,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكنني أن أكتب ""امسح قائمة",False,0.8918003439903259,False,False
10827,random_zs,ar-SA,zh-CN,امسح قائمة البقالة,53,一小时后告诉我选举的最新进展,50,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكنني أن أكتب ""امسح قائمة",False,0.8918003439903259,False,False
2703,alpha_0,zh-CN,ar-SA,请播放民歌,45,بسرعة,14,"《我的祖国》

<strong>一、</strong><strong>背景</strong>

<strong>1、</strong><strong>背景</strong>

<strong>1.1、</strong><strong>背景</strong>

<strong>",False,0.7374335527420044,False,False
2703,alpha_075,zh-CN,ar-SA,请播放民歌,45,بسرعة,14,"

<strong>1.</strong>

<strong>2.</strong>

<strong>3.</strong>

<strong>4.</strong>

<strong>5.</strong>

<strong>6.</strong>

<strong>",False,0.7374335527420044,False,False
2703,random_zs,zh-CN,ar-SA,请播放民歌,45,بسرعة,14,", 1980s, 1990s, 2000s, 2010s, 20",False,0.7374335527420044,False,False
8795,alpha_0,ar-SA,zh-CN,ورني المنبهات المعلقة,32,韩梅梅需要和我谈谈我们离婚的事你能在我有空的时候安排一个会谈吗,50, في الجدران، وورني المنبهات المعلقة في الجدران، وورني المنبهات المعلقة في الجدران، و,False,1.180923342704773,False,False
8795,alpha_075,ar-SA,zh-CN,ورني المنبهات المعلقة,32,韩梅梅需要和我谈谈我们离婚的事你能在我有空的时候安排一个会谈吗,50, في الجبال، ويرى البعض أن هذه الأجواء المحيطة بالجبال هي من أسباب تكوينها، ويرى آخرون,False,1.180923342704773,False,False
8795,random_zs,ar-SA,zh-CN,ورني المنبهات المعلقة,32,韩梅梅需要和我谈谈我们离婚的事你能在我有空的时候安排一个会谈吗,50,", 2019-09-11

<h2><strong>أهمية التغذية الصحيحة</strong></h2>

تعتبر التغذية",False,1.180923342704773,False,False
2921,alpha_0,zh-CN,ar-SA,中国新闻网上有什么新闻,22,هل يجب أن أرتدي حذاء مع رباط,13,"？

中国新闻网是国家新闻出版广电总局下属的新闻出版机构，是国家新闻出版广电总局新闻出版司下",False,0.7329670786857605,True,False
2921,alpha_075,zh-CN,ar-SA,中国新闻网上有什么新闻,22,هل يجب أن أرتدي حذاء مع رباط,13,"؟

中国新闻网是国家新闻出版广电总局下属的新闻出版机构，是中国新闻网的官方网站。中国新闻网是国家",False,0.7329670786857605,True,False
2921,random_zs,zh-CN,ar-SA,中国新闻网上有什么新闻,22,هل يجب أن أرتدي حذاء مع رباط,13,"?

中国新闻网是国家新闻出版广电总局下属的新闻出版机构，是国家新闻出版广电总局新闻出版司下",False,0.7329670786857605,True,False
448,alpha_0,ar-SA,zh-CN,run coffee maker with vinegar,56,六月二十到二十五日开始的会议,32,"

[User 0001]

I have a 10 year old coffee maker that I want to clean out. I have read that vinegar",False,0.7963008284568787,False,False
448,alpha_075,ar-SA,zh-CN,run coffee maker with vinegar,56,六月二十到二十五日开始的会议,32," 100% natural and organic.

The coffee maker is a device that is used to make coffee. It is a device that is used to make",False,0.7963008284568787,True,False
448,random_zs,ar-SA,zh-CN,run coffee maker with vinegar,56,六月二十到二十五日开始的会议,32, 100% 100% 100% 100% 100% 100% 1,False,0.7963008284568787,False,False
12604,alpha_0,zh-CN,ar-SA,我怎样在网上订火车票,42,حط منبه لستة ونص الصباح,48,"？

1. 首先，您需要在网上注册一个账号。

2. 然后，您需要在网上注册一个账号。

3.",False,0.689507007598877,False,False
12604,alpha_075,zh-CN,ar-SA,我怎样在网上订火车票,42,حط منبه لستة ونص الصباح,48,"؟

1. 首先，您需要在网上注册一个帐户。

2. 然后，您需要在网上注册一个帐户。

3.",False,0.689507007598877,False,False
12604,random_zs,zh-CN,ar-SA,我怎样在网上订火车票,42,حط منبه لستة ونص الصباح,48,"
English: How to book a train ticket online?",False,0.689507007598877,False,False
473,alpha_0,ar-SA,zh-CN,شغل بحبك وحشتيني,45,从神雕侠侣第五章开始,20,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكن ان يكون هذا الكلام من قبيل الش",False,1.293002963066101,False,False
473,alpha_075,ar-SA,zh-CN,شغل بحبك وحشتيني,45,从神雕侠侣第五章开始,20,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

انا بحاول ان اكتب قصه عن شخص ما",False,1.293002963066101,False,False
473,random_zs,ar-SA,zh-CN,شغل بحبك وحشتيني,45,从神雕侠侣第五章开始,20,"

[User 0001]

היי,
אני רוצה להגיד שזה לא נכון, אבל אני לא יודעת איך לה",False,1.293002963066101,False,False
1266,alpha_0,zh-CN,ar-SA,如果现在是柏林时间早上五点那么这里几点,38,ما هو حجم حوت العنبر,49,"呢？

如果现在是柏林时间早上五点那么这里几点呢？

如果现在是柏林时间早上五点那么这里几点呢？",False,0.6452373266220093,True,False
1266,alpha_075,zh-CN,ar-SA,如果现在是柏林时间早上五点那么这里几点,38,ما هو حجم حوت العنبر,49,"

[User 0001]

<blockquote>我以为是柏林时间早上五点</blockquote>

我以为是柏林时间早上五点
",False,0.6452373266220093,True,False
1266,random_zs,zh-CN,ar-SA,如果现在是柏林时间早上五点那么这里几点,38,ما هو حجم حوت العنبر,49,"钟是
If it is now Berlin time, what time is it now?
- 现在是五点。
- It's five o'",False,0.6452373266220093,True,False
5552,alpha_0,ar-SA,zh-CN,توصيل,3,请打开所有的灯,18," سريع:

1. يرجى التأكد من أن عنوانك هو عنوان DHL.

2. يرجى التأكد من أن عنوانك هو",False,1.157017707824707,False,False
5552,alpha_075,ar-SA,zh-CN,توصيل,3,请打开所有的灯,18,":

1. 1. 1. 1. 1. 1. 1. 1. 1. 1. ",False,1.157017707824707,False,False
5552,random_zs,ar-SA,zh-CN,توصيل,3,请打开所有的灯,18, de 100% de la calidad de la imagen de la imagen de la imagen de la imagen de la imagen de la imagen de la imagen de la,False,1.157017707824707,False,False
11860,alpha_0,zh-CN,ar-SA,告诉我当地的展会,6,n. p. r. and play them out of my speakers,36,"，我将去。

我将去。

我将去。

我将去。

我将去。

我将去。

我",False,0.8528403639793396,False,False
11860,alpha_075,zh-CN,ar-SA,告诉我当地的展会,6,n. p. r. and play them out of my speakers,36,"，我将前往。

我将前往。

我将前往。

我将前往。

我将前往。

我将前往。

我",False,0.8528403639793396,False,False
11860,random_zs,zh-CN,ar-SA,告诉我当地的展会,6,n. p. r. and play them out of my speakers,36,"

[User 0001]

Hi,

I'm trying to translate the following sentence:

""I'm trying to find out",False,0.8528403639793396,False,False
10321,alpha_0,ar-SA,zh-CN,ابغى ألعب fifa سبعطعش,51,这个城市在治安方面有多安全,13,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

انا من الممكن ان ألعب fifa سبعطع",False,0.920741081237793,False,False
10321,alpha_075,ar-SA,zh-CN,ابغى ألعب fifa سبعطعش,51,这个城市在治安方面有多安全,13,"，

<h2><strong>اللعب</strong></h2>

اللعب هو لعبة رياضية أو ممارسة تهدف إلى إثارة الحماس والمتعة",False,0.920741081237793,True,False
10321,random_zs,ar-SA,zh-CN,ابغى ألعب fifa سبعطعش,51,这个城市在治安方面有多安全,13,", 100% 100% 100% 100% 100% 100% ",False,0.920741081237793,False,False
9263,alpha_0,zh-CN,ar-SA,打开收音机应用程序,36,كم مدة اجتماع الغدا يوم الثلاثاء,32,"，然后点击“播放”按钮。

在“播放”窗口中，您可以选择要播放的歌曲。

点击“播放”按钮，歌曲将",False,0.8236439228057861,False,False
9263,alpha_075,zh-CN,ar-SA,打开收音机应用程序,36,كم مدة اجتماع الغدا يوم الثلاثاء,32,"

<h2><strong>1.</strong> <strong>打开收音机应用程序</strong></h2>

打开收音机应用程序，然后点击“<strong>设置</strong>”按钮。

",False,0.8236439228057861,True,False
9263,random_zs,zh-CN,ar-SA,打开收音机应用程序,36,كم مدة اجتماع الغدا يوم الثلاثاء,32,"

[User 0001]

I'm trying to find a way to open a file in a program. I've tried using the",False,0.8236439228057861,False,False
2296,alpha_0,ar-SA,zh-CN,خلني على اطلاع على المعطيات مع أسعار البورصة حق اليوم,22,我想在梅江饭店餐厅点一份满洲鸡汤当午餐,16,، وبالطبع مع أسعار النفط، وبالطبع مع أسعار الدولار، وبالطبع مع أسعار الفائدة، و,False,0.9987928867340088,False,False
2296,alpha_075,ar-SA,zh-CN,خلني على اطلاع على المعطيات مع أسعار البورصة حق اليوم,22,我想在梅江饭店餐厅点一份满洲鸡汤当午餐,16,， <strong>أفضل شركة تداول</strong> <strong>بورصة</strong> <strong>السعودية</strong> <strong>2022</strong>، <strong>أفضل,False,0.9987928867340088,False,False
2296,random_zs,ar-SA,zh-CN,خلني على اطلاع على المعطيات مع أسعار البورصة حق اليوم,22,我想在梅江饭店餐厅点一份满洲鸡汤当午餐,16,".

<h2><strong>What is the best way to invest in the stock market?</strong></h2>

The stock market is a great way to invest your money. It",False,0.9987928867340088,False,False
9233,alpha_0,zh-CN,ar-SA,打开喜马拉雅,36,حقي عادي شغل,11,"APP，点击首页右上角的“我的”，点击“我的订阅”，即可看到订阅的全部内容。

喜马拉雅APP订阅功能，是",False,0.8123925924301147,False,False
9233,alpha_075,zh-CN,ar-SA,打开喜马拉雅,36,حقي عادي شغل,11,"

点击“我的”

点击“我的收藏”

点击“我的收藏”

点击“我的收藏”

点击“我的收藏”

点击“",False,0.8123925924301147,False,False
9233,random_zs,zh-CN,ar-SA,打开喜马拉雅,36,حقي عادي شغل,11," <strong>https://www.ximalaya.com/</strong>

<strong>点击“订阅”</strong>

<strong>点击“播放”</strong>

<strong>点击“分享",False,0.8123925924301147,False,False
10738,alpha_0,ar-SA,zh-CN,ممكن تضيف حاجة على قائمة البقالة,21,斯蒂芬·库里结婚了吗,49," اللي بتكون فيها كل حاجة لازم تكون في البقالة اللي بتكون في كل مكان في العالم
English: You can add something to the list",False,0.6828159689903259,False,False
10738,alpha_075,ar-SA,zh-CN,ممكن تضيف حاجة على قائمة البقالة,21,斯蒂芬·库里结婚了吗,49,"

[User 0001]

<blockquote><b>
السلام عليكم ورحمة الله وبركاته

أريد أن أضيف حاجة على",False,0.6828159689903259,False,False
10738,random_zs,ar-SA,zh-CN,ممكن تضيف حاجة على قائمة البقالة,21,斯蒂芬·库里结婚了吗,49,"?

[User 0001]

Hola,

I'm trying to add a new item to the list of things that can be bought",False,0.6828159689903259,False,False
6227,alpha_0,zh-CN,ar-SA,我今天要去工作,12,ما هو اثنا عشر زائد مائة وستة وتسعون,39,，我今天要去工作，我今天要去工作，我今天要去工作，我今天要去工作，我今天要去工作，我今天要去工作，我,False,0.6712781190872192,True,False
6227,alpha_075,zh-CN,ar-SA,我今天要去工作,12,ما هو اثنا عشر زائد مائة وستة وتسعون,39,"

我今天要去工作

我今天要去工作

我今天要去工作

我今天要去工作

我今天要去工作

我今天要去工作

我",False,0.6712781190872192,True,False
6227,random_zs,zh-CN,ar-SA,我今天要去工作,12,ما هو اثنا عشر زائد مائة وستة وتسعون,39,", maar ik heb geen idee wat ik moet doen.

Ik heb een paar ideeën, maar ik weet niet of ze goed zijn.

Ik heb een",False,0.6712781190872192,True,False
11125,alpha_0,ar-SA,zh-CN,أعطيني تفاصيل الطلبية اللي شريتها,59,播放播客姐妹悄悄話,58," منك
English: Give me the details of the order you sent me",False,1.0093883275985718,False,False
11125,alpha_075,ar-SA,zh-CN,أعطيني تفاصيل الطلبية اللي شريتها,59,播放播客姐妹悄悄話,58,"
English: Give me the details of the order you want to place",False,1.0093883275985718,False,False
11125,random_zs,ar-SA,zh-CN,أعطيني تفاصيل الطلبية اللي شريتها,59,播放播客姐妹悄悄話,58," 100%

[User 0001]

I'm trying to translate this sentence. I'm not sure if I should",False,1.0093883275985718,False,False
16772,alpha_0,zh-CN,ar-SA,显示所有关于违规的电子邮件,44,ارسل رسالة تضحك لكل صديقاتي,47,"。

<h2><strong>什么是违规电子邮件？</strong></h2>

违规电子邮件是发送给客户或潜在客户的电子邮件，这些电子邮件违反了任何法律",False,0.8620647192001343,True,False
16772,alpha_075,zh-CN,ar-SA,显示所有关于违规的电子邮件,44,ارسل رسالة تضحك لكل صديقاتي,47,"

[User 0001]

I have a list of emails that are flagged as spam. I want to be able to see all of the",False,0.8620647192001343,False,False
16772,random_zs,zh-CN,ar-SA,显示所有关于违规的电子邮件,44,ارسل رسالة تضحك لكل صديقاتي,47, iMessage iMessage er en av de mest populære appene for å sende tekstmeldinger og bilder til venner og familie. Men i noen tilfeller kan,False,0.8620647192001343,False,False
2704,alpha_0,ar-SA,zh-CN,خلنا نسمع شوية روك اوكي,45,杨颖离开黄晓明了吗,49,"

[User 0001]

<b>
<b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b><b>",False,1.065807580947876,False,False
2704,alpha_075,ar-SA,zh-CN,خلنا نسمع شوية روك اوكي,45,杨颖离开黄晓明了吗,49,"

[User 0001]

<blockquote><b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>
<b>",False,1.065807580947876,False,False
2704,random_zs,ar-SA,zh-CN,خلنا نسمع شوية روك اوكي,45,杨颖离开黄晓明了吗,49,"
English: We'll listen to a little rock and roll.",False,1.065807580947876,False,False
9718,alpha_0,zh-CN,ar-SA,继续播放白鹿原,20,قطار تذكرة الدمام,2,"，今天是第10集，今天要讲的是白鹿原的“白鹿原之恋”

白鹿原的“白鹿原",False,0.7881982326507568,False,False
9718,alpha_075,zh-CN,ar-SA,继续播放白鹿原,20,قطار تذكرة الدمام,2,"

白鹿原

白鹿原

白鹿原

白鹿原

白鹿原

白鹿原

白鹿原

白鹿原",False,0.7881982326507568,False,False
9718,random_zs,zh-CN,ar-SA,继续播放白鹿原,20,قطار تذكرة الدمام,2,"

[User 0001]

<blockquote>我看了下，好像有很多人说，这个剧的剧情和人物设定，和原著有",False,0.7881982326507568,False,False
6376,alpha_0,ar-SA,zh-CN,ايش أفضل فيلم سعودي من سنة ألفين وستطعش,55,谷歌现在的价格是多少,4,"؟

[User 0001]

<blockquote>الفيلم اللي بيحكي عن شاب سعودي بيحاول ان يوصل للي ع",False,0.6990553140640259,False,False
6376,alpha_075,ar-SA,zh-CN,ايش أفضل فيلم سعودي من سنة ألفين وستطعش,55,谷歌现在的价格是多少,4,"

[User 0001]

<blockquote><b>الفيلم الذي يعتبر من افضل الافلام السعودية</b>

<b>الفيلم الذي يعتبر من",False,0.6990553140640259,True,False
6376,random_zs,ar-SA,zh-CN,ايش أفضل فيلم سعودي من سنة ألفين وستطعش,55,谷歌现在的价格是多少,4,"

[User 0001]

<blockquote>الفيلم اللي بيحصل على 100% على موقع rotten tomatoes</blockquote>

الفيلم اللي",False,0.6990553140640259,True,False
6967,alpha_0,zh-CN,ar-SA,你能核实一下这个问题的事实吗,32,أنا أحب أغاني محمد عبدة تكفى شغلها,43,"？

我发现这个网站的评论都是假的，我怀疑这个网站是假的。

我发现这个网站的评论都是假的，我怀疑这个网站",False,0.706797182559967,False,False
6967,alpha_075,zh-CN,ar-SA,你能核实一下这个问题的事实吗,32,أنا أحب أغاني محمد عبدة تكفى شغلها,43,"؟

<blockquote>  Quote

 

 

 

 

 

 

 

 

 

 

 

 

 

",True,0.706797182559967,False,False
6967,random_zs,zh-CN,ar-SA,你能核实一下这个问题的事实吗,32,أنا أحب أغاني محمد عبدة تكفى شغلها,43,"?

<blockquote><strong>1.</strong> <strong>1.</strong> <strong>1.</strong> <strong>1.</strong> <strong>1.</strong> <strong>1.</strong>",False,0.706797182559967,False,False
7528,alpha_0,ar-SA,zh-CN,يوم ثلاثطعش صفر هو يوم حفل التخرج من الجامعة لو سمحت ضيفه,50,描述计算机硬盘,26,".

يوم الثلاثي عشرة صفر هو يوم حفل التخرج من الجامعة لو سمحت ضيفه.

يوم الثلاثي عشرة",False,0.6421316266059875,True,False
7528,alpha_075,ar-SA,zh-CN,يوم ثلاثطعش صفر هو يوم حفل التخرج من الجامعة لو سمحت ضيفه,50,描述计算机硬盘,26,"们。

我今天要介绍的这个蛋糕是三层蛋糕，中间是巧克力蛋糕，外层是红豆蛋糕，最外层是巧克力",True,0.6421316266059875,False,False
7528,random_zs,ar-SA,zh-CN,يوم ثلاثطعش صفر هو يوم حفل التخرج من الجامعة لو سمحت ضيفه,50,描述计算机硬盘,26,".

<h2><strong>ما هو يوم ثلاثطعش</strong></h2>

يوم ثلاثطعش هو يوم حفل التخرج من الجامعة.

<h2><strong>تاريخ",False,0.6421316266059875,False,False
13400,alpha_0,zh-CN,ar-SA,给所有我的朋友发一个好玩儿的信息,47,ارسل ايميل عشان أروى وخبرها اننا في الطريق,33,"，大家一起玩玩看。

1. 今天是星期几？

2. 今天是星期几？

3. 今天是星期",False,0.656957745552063,False,False
13400,alpha_075,zh-CN,ar-SA,给所有我的朋友发一个好玩儿的信息,47,ارسل ايميل عشان أروى وخبرها اننا في الطريق,33,"

[User 0001]

<b>给所有我的朋友发一个好玩儿的信息</b>

<b>给所有我的朋友发一个好玩儿的信息",False,0.656957745552063,True,False
13400,random_zs,zh-CN,ar-SA,给所有我的朋友发一个好玩儿的信息,47,ارسل ايميل عشان أروى وخبرها اننا في الطريق,33,"

1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1",False,0.656957745552063,False,False
3050,alpha_0,ar-SA,zh-CN,change my light color blue to turn off kitchen light,1,设置一个体育赛事的通知,50,"

[User 0001]

I have a kitchen light that is on a switch that is on a wall plate. I want to change the",False,0.6615726351737976,False,False
3050,alpha_075,ar-SA,zh-CN,change my light color blue to turn off kitchen light,1,设置一个体育赛事的通知,50,"

[User 0001]

I have a kitchen light that is on a switch that is on a dimmer. I want to change the color",False,0.6615726351737976,True,False
3050,random_zs,ar-SA,zh-CN,change my light color blue to turn off kitchen light,1,设置一个体育赛事的通知,50, color blue to turn off kitchen light color blue to turn off kitchen light color blue to turn off kitchen light color blue to turn off kitchen light color blue to turn,False,0.6615726351737976,True,False
14673,alpha_0,zh-CN,ar-SA,你可以告诉我关于亚马逊森林里的动物王国吗,12,من فضلك اكتم لمدة خمس دقايق,46,"？

亚马逊森林是世界上最大的热带雨林，位于南美洲亚马逊河的流域。亚马逊森林是世界上最丰富的生物多样性地区之一",False,0.6080440878868103,False,False
14673,alpha_075,zh-CN,ar-SA,你可以告诉我关于亚马逊森林里的动物王国吗,12,من فضلك اكتم لمدة خمس دقايق,46,"؟

亚马逊森林里的动物王国

亚马逊森林里的动物王国

亚马逊森林里的动物王国

亚马逊森林里的动物王国

亚马逊森林里的动物王国

",False,0.6080440878868103,True,False
14673,random_zs,zh-CN,ar-SA,你可以告诉我关于亚马逊森林里的动物王国吗,12,من فضلك اكتم لمدة خمس دقايق,46,"?

Amazon Forest Kingdom is a place where you can find a lot of animals. You can see a lot of animals in the Amazon Forest Kingdom.

Amazon",False,0.6080440878868103,False,False
9062,alpha_0,ar-SA,zh-CN,ممكن تسجل عيد ميلاد بشاير يوم اثنين وعشرين يونيو,50,播放我的电台,36," 2019

ممكن تسجل عيد ميلاد بشاير يوم اثنين وعشرين يونيو 2019

ممكن تسجل عيد",False,0.6618145108222961,True,False
9062,alpha_075,ar-SA,zh-CN,ممكن تسجل عيد ميلاد بشاير يوم اثنين وعشرين يونيو,50,播放我的电台,36,"嗎？

[User 0001]

السلام عليكم ورحمة الله وبركاته

هل يمكن تسجيل عيد ميلاد بشاير",False,0.6618145108222961,False,False
9062,random_zs,ar-SA,zh-CN,ممكن تسجل عيد ميلاد بشاير يوم اثنين وعشرين يونيو,50,播放我的电台,36," 2019

[User 0001]

<blockquote><b>ممكن تسجل عيد ميلاد بشاير يوم اثنين وعشرين يونيو",False,0.6618145108222961,True,False
2679,alpha_0,zh-CN,ar-SA,温度是会保持不变呢还是会更低,13,ذكرني لو سمحت,50,"呢？

温度是会保持不变呢还是会更低呢？

温度是会保持不变呢还是会更低呢？

温度是会",False,0.7854211926460266,True,False
2679,alpha_075,zh-CN,ar-SA,温度是会保持不变呢还是会更低,13,ذكرني لو سمحت,50,"؟

温度是会保持不变呢还是会更低？

温度是会保持不变呢还是会更低？

温度是会保持不变呢",False,0.7854211926460266,True,False
2679,random_zs,zh-CN,ar-SA,温度是会保持不变呢还是会更低,13,ذكرني لو سمحت,50,".

<h2>1. 温度</h2>

温度是会保持不变的，因为温度是物体内部的能量分布，而能量是不会变的。",False,0.7854211926460266,False,False
5427,alpha_0,ar-SA,zh-CN,ما هو الوقت في السعودية الآن,0,这个月二十三号星期几,0,"؟

[User 0001]

ما هو الوقت في السعودية الآن؟
 

[User 0002]

<b>ما",False,0.9044987559318542,False,False
5427,alpha_075,ar-SA,zh-CN,ما هو الوقت في السعودية الآن,0,这个月二十三号星期几,0,"؟

[User 0001]

ما هو الوقت في السعودية الآن؟
 

[User 0002]

<b>الس",False,0.9044987559318542,False,False
5427,random_zs,ar-SA,zh-CN,ما هو الوقت في السعودية الآن,0,这个月二十三号星期几,0,", <strong>ما هو الوقت في السعودية الآن</strong>, <strong>ما هو الوقت في السعودية الآن</strong>, <strong>ما هو الوقت في السعودية الآن</strong>, ",False,0.9044987559318542,False,False
16701,alpha_0,zh-CN,ar-SA,我想回复莎拉的电子邮件,33,كم قائمة عندي,59,"，但是我无法找到她的电子邮件地址。我从她的网站上找到了她的电子邮件地址，但是当我尝试发送电子邮件时，我收到错误消息。

",False,0.6319564580917358,False,False
16701,alpha_075,zh-CN,ar-SA,我想回复莎拉的电子邮件,33,كم قائمة عندي,59,"
English: I want to reply to Sarah's email",False,0.6319564580917358,True,False
16701,random_zs,zh-CN,ar-SA,我想回复莎拉的电子邮件,33,كم قائمة عندي,59,"

[User 0001]

I'm trying to translate the following sentence:

""I'm trying to reply to your email.""",False,0.6319564580917358,False,False
10824,alpha_0,ar-SA,zh-CN,أولي امسح القائمة,53,喂台湾省台北市今天的天气怎么样,13," من الذاكرة.

أولاً، أود أن أقول إنني لا أريد أن أكون من بين هؤلاء الذين يعتقدون أنهم",False,0.981683611869812,False,False
10824,alpha_075,ar-SA,zh-CN,أولي امسح القائمة,53,喂台湾省台北市今天的天气怎么样,13,"

[User 0001]

السلام عليكم ورحمة الله وبركاته

أولاً:

أريد أن أكتب قائمة",False,0.981683611869812,False,False
10824,random_zs,ar-SA,zh-CN,أولي امسح القائمة,53,喂台湾省台北市今天的天气怎么样,13,"

[User 0001]

I'm trying to translate the following sentence:

""I'm trying to translate the following sentence:",False,0.981683611869812,False,False
7946,alpha_0,zh-CN,ar-SA,青岛即将举行的音乐会有什么,32,شوف الإيميلات,44,"值得期待的？

青岛音乐会，是青岛市文化和旅游局、青岛市人民政府文化和旅游局、青岛市文化艺术中心、",False,0.669808030128479,False,False
7946,alpha_075,zh-CN,ar-SA,青岛即将举行的音乐会有什么,32,شوف الإيميلات,44,"ميزه؟

青岛音乐会，是青岛市文化局举办的音乐会，是青岛市文化局举办的音乐会，是青岛市",False,0.669808030128479,False,False
7946,random_zs,zh-CN,ar-SA,青岛即将举行的音乐会有什么,32,شوف الإيميلات,44,"مůžete dělat v <strong>Klagenfurt</strong>?

<strong>Klagenfurt</strong> is a city in the Austrian state of Carinthia. It",True,0.669808030128479,False,False
7170,alpha_0,ar-SA,zh-CN,اليوم عيد ميلاد أمي ارسل لي إشعار كل عام في نفس التاريخ,50,提醒即将和周杰伦一起的会议,50, عيد ميلادك و عيد ميلادك في نفس التاريخ عيد ميلادك عيد ميلادك عيد ميلادك عيد ميلادك عيد ميلادك,False,0.6361506581306458,True,True
7170,alpha_075,ar-SA,zh-CN,اليوم عيد ميلاد أمي ارسل لي إشعار كل عام في نفس التاريخ,50,提醒即将和周杰伦一起的会议,50,，生日快乐，生日快乐，生日快乐，生日快乐，生日快乐，生日快乐，生日快乐，生日快乐，生日快乐，生日快乐，生日,True,0.6361506581306458,False,False
7170,random_zs,ar-SA,zh-CN,اليوم عيد ميلاد أمي ارسل لي إشعار كل عام في نفس التاريخ,50,提醒即将和周杰伦一起的会议,50,".

الآن أريد أن أقول لك:

أنت من أجمل الأشياء التي أدركتها في حياتي.

أنت من",False,0.6361506581306458,False,False
2373,alpha_0,zh-CN,ar-SA,歌曲信息,57,الرابع من كانون الأول,32,"：

歌手：张学友

专辑：张学友

歌曲名称：我爱你

歌曲类型：粤语

歌曲风格：情歌

",False,0.8528791069984436,True,False
2373,alpha_075,zh-CN,ar-SA,歌曲信息,57,الرابع من كانون الأول,32,":
الاسم: <b>أغنية من قلبك</b>
الاسم باللغة العربية: <b>أغنية من قلبك</b>
ال",True,0.8528791069984436,False,False
2373,random_zs,zh-CN,ar-SA,歌曲信息,57,الرابع من كانون الأول,32, P.S. I Love You 2007年上映的电影，由凯特·温斯洛、克里斯·托马斯、,False,0.8528791069984436,False,False
16225,alpha_0,ar-SA,zh-CN,افتح جهات الاتصال,15,不要播放摇滚金属,7," في تطبيق WhatsApp على جهاز الكمبيوتر الخاص بك.

قم بتنزيل ملف APK من موقعنا.

قم بتثبيت ملف APK على جهاز الكمبيوتر",False,1.0480784177780151,False,False
16225,alpha_075,ar-SA,zh-CN,افتح جهات الاتصال,15,不要播放摇滚金属,7,"

<h2><strong>تطبيق</strong></h2>

* <strong>تطبيق</strong> <strong>WhatsApp</strong> <strong>:</strong>

  * <strong>تطبيق</strong> <strong>",False,1.0480784177780151,False,False
16225,random_zs,ar-SA,zh-CN,افتح جهات الاتصال,15,不要播放摇滚金属,7,"

<h2><strong>1.</strong> <strong>การตั้งค่าการแจ้งเตือน</strong></h2>

การตั้งค่าการแจ้งเตือนจะช่วยให้คุณสามารถ",False,1.0480784177780151,False,False
15457,alpha_0,zh-CN,ar-SA,你能用微博发说我的永和大王出了点问题,47,ظيف حدث اجتماع مع غسان,50,"吗？

我今天在微博上看到一个帖子，说我的永大王出了点问题，我当时就觉得很奇怪，因为我今天早上",False,0.6152984499931335,False,False
15457,alpha_075,zh-CN,ar-SA,你能用微博发说我的永和大王出了点问题,47,ظيف حدث اجتماع مع غسان,50,"

我用微博发说我的永大王出了点问题

我用微博发说我的永大王出了点问题

我用微博发说",False,0.6152984499931335,True,False
15457,random_zs,zh-CN,ar-SA,你能用微博发说我的永和大王出了点问题,47,ظيف حدث اجتماع مع غسان,50,"

<strong>1.</strong>

<strong>2.</strong>

<strong>3.</strong>

<strong>4.</strong>

<strong>5.</strong>

<strong>6.</strong>

<strong>",False,0.6152984499931335,False,False
15557,alpha_0,ar-SA,zh-CN,أريدك أن تغرد شكوى,47,请告诉我現在正在播放的这首歌的名称,57," مني

أريدك أن تغرد شكوى مني

أريدك أن تغرد شكوى مني

أريدك أن تغرد شك",False,1.0409663915634155,True,False
15557,alpha_075,ar-SA,zh-CN,أريدك أن تغرد شكوى,47,请告诉我現在正在播放的这首歌的名称,57,"

[User 0001]

<b>أريدك أن تغرد شكوى</b>

<b>أريدك أن تغرد شكوى</b>

",False,1.0409663915634155,True,False
15557,random_zs,ar-SA,zh-CN,أريدك أن تغرد شكوى,47,请告诉我現在正在播放的这首歌的名称,57," 

من 

من 

من 

من 

من 

من 

من 

من 

من 

من 

",False,1.0409663915634155,False,False
10206,alpha_0,zh-CN,ar-SA,怎么做米饭,9,لو سمحت خلي اللمبات عادية,1,"？

1、米饭的营养价值

米饭是生活中最常见的一种食物，它不仅营养丰富，而且还具有很高的热量。",False,0.7920206785202026,True,False
10206,alpha_075,zh-CN,ar-SA,怎么做米饭,9,لو سمحت خلي اللمبات عادية,1,"

1. 首先将米饭洗净，然后放入锅中，加入适量的水，盖上锅盖，用中小火煮开，",False,0.7920206785202026,True,False
